Company Name,Global Size,Company Rating,Company Ownership Type,Company Age,Est Yearly Revenue
ForgeRock,4,3.9,2,13,6
Formlabs,3,3.5,2,12,5
Formosa Plastics Corp.,5,3.5,13,45,9
"Formosa Plastics Corporation, U.S.A.",5,3.5,13,45,9
Fortinet,7,4.5,3,23,10
Forum One,2,3.5,2,27,4
Forward Air,5,2.6,3,42,8
Foundation for California Community Colleges,3,3.5,8,25,5
Four Hands,3,4.1,2,27,7
Fourth Technologies,2,4.1,2,36,3
"Fourth Technologies, Inc",2,4.1,2,36,3
Fox Chase Cancer Center,5,4,8,49,7
Fragomen Worldwide,5,3.2,2,72,8
Franciscan Health,7,3.5,8,148,10
Franklin Energy,5,3.5,2,29,6
Franklin Templeton,6,3.8,3,76,11
Franklin Templeton Investments,6,3.8,3,76,11
Fred Hutch,5,3.9,8,48,7
FREEDOM CONSULTING GROUP,2,4.4,2,19,4
Freedom Financial Network,5,3.5,2,21,8
Freedom Mortgage,5,4.3,2,33,9
Freedom Mortgage,5,4.2,2,33,9
Freese & Nichols Inc,4,4.1,2,129,7
Freese and Nichols,4,4.1,2,129,7
Freestar,1,4.9,2,7,5
Fremont Bank,4,2.8,2,59,9
Frontend Arts,1,4.5,2,10,2
Frontier Communications,7,2.4,3,88,11
Frontier Technology Inc.,3,4.1,2,38,7
Frontline Source Group,2,4.6,2,19,6
FTI Consulting,5,3.7,3,41,10
Fujitsu,7,3.3,3,88,11
fulcrum worldwide,4,3.3,2,24,5
G&A Partners,3,4.6,2,28,8
G.A.S. Global,7,3,2,53,7
"G2 Ops, Inc.",2,4.7,2,10,4
G2 Secure Staff,5,2.8,2,18,9
"Gaea Global Technologies, Inc.",2,4,2,16,2
Gafcon,2,3.1,2,36,5
GAINSCO,4,3.9,3,45,7
Gallagher,7,3.2,3,96,10
Galorath Inc.,2,3.8,2,44,4
Gambit Technologies,1,4.3,2,19,3
Gambit Technologies Inc,1,4.3,2,19,3
Gannett Fleming,5,4.2,2,108,7
GAP Solutions Inc,4,3.6,2,24,5
GAP Solutions Inc,4,3.4,2,24,5
GAP Solutions Inc. (GAPSI),4,3.6,2,24,5
GardaWorld - Security Services US,7,2.9,2,28,10
Gartner,7,3.6,3,44,10
Garver,4,4.4,10,104,7
GasPedal,1,3.5,2,16,3
Gate Staffing LLC,1,2.8,12,13,2
GavinHeath,1,4.8,2,8,2
GBQ Partners,2,4.3,10,70,5
GBS Group,1,4.4,2,23,2
GCI,5,3.7,3,44,8
GDKN,3,3.2,2,30,3
GEICO,7,3.3,13,87,12
Geisinger,7,3.5,8,108,8
Gemalto,7,3.3,3,17,10
Genalyte,2,2.6,2,16,3
"GenapSys, Inc.",2,3.8,2,13,1
Genentech,7,4,13,47,12
Generac Power Systems,5,2.5,3,64,10
General Dynamics,7,3.5,3,71,12
General Dynamics Information Technology,7,3.5,13,27,12
General Dynamics Mission Systems,7,3.6,13,71,10
"General Growth Properties, Inc.",5,3.9,13,37,10
General Motors,7,3.6,3,115,12
Generations Federal Credit Union,3,2.9,8,83,4
Genesis10,5,4,2,24,7
"GENESYS Consulting Services, Inc.",2,4.2,2,36,3
Genex Services,5,2.8,2,45,6
Genomatica,2,4.2,2,23,5
Genpact,7,3.6,3,26,10
Genpact,7,3.5,3,26,10
Genuent,3,3.5,2,17,7
"Genuent Global, LLC",3,3.5,2,17,7
"Genuent Global, LLC",3,3.6,2,17,7
Genzeon,2,3.5,2,13,2
geoAMPS,1,3.2,2,11,2
GeoDigital,2,2.4,2,18,5
George Washington University,5,3.8,1,202,9
Georgia Tech Research Institute,5,3.6,13,80,7
Georgia-Pacific,6,3.4,13,95,12
GHX,4,2.8,13,86,7
Gibson Dunn & Crutcher,5,4.1,2,153,7
Gigya,3,3.6,2,17,4
Gilead Sciences,7,3.4,3,36,12
Giving Assistant,1,4.8,2,9,4
Giving Assistant,2,4.8,2,9,4
Global Data Management,2,4.5,2,15,3
Global Data Management Inc,2,4.5,2,15,3
Global Foundries,7,3.2,2,14,10
Global Healthcare Exchange,4,3.7,2,23,4
Global Partners LP,5,3.3,3,90,12
Global Payments,7,3.1,3,56,10
Global Payments Inc.,7,3.1,3,56,10
"Global Technical Talent, LLC",4,3.6,2,24,5
GLOBALFOUNDRIES,7,3.3,2,14,10
Globus Medical,5,2.5,3,20,8
Gloo,2,3.9,2,10,2
Glossier,3,3.1,2,9,7
GlynnDevins,3,3.5,2,36,5
GM Financial,6,3,3,31,11
Gnostech,2,4.9,2,42,3
GNS Healthcare,2,2.9,2,23,4
GNY Insurance Companies,3,3.7,2,109,7
GoAhead Solutions,1,4.9,2,22,4
GoExpedi,2,3.2,2,6,5
Golder,6,3.3,2,63,8
Goldman Sachs,7,4,3,154,12
Gooch and Housego,4,3,3,76,7
Goodwill,5,3.1,8,92,6
Google,7,4.4,3,25,12
Gordon Flesch Company,4,3.1,2,67,7
"Government Acquisitions, Inc.",2,3.5,2,34,6
Govplace,2,3.9,2,28,7
Grady Health System,6,3.6,8,131,9
Grainger,7,3.6,3,96,12
Grand Circle LLC,4,2.6,2,65,8
Grange Insurance (Columbus),5,4.1,2,88,9
Grant Thornton,6,3.7,2,99,9
Graphic Packaging,7,3.1,3,28,10
"Graphic Packaging International, Inc.",7,3.1,3,28,10
Gravity IT Resources,1,5,2,9,1
Great American - P&C Group,6,3.9,13,151,10
Green Dot,5,3.5,3,24,9
Greenphire,3,3.6,2,15,6
Greif,7,3.8,3,146,10
Greystar,7,3.8,2,30,7
Grid Dynamics,5,3.9,2,17,6
Griffith Foods,5,3.8,2,104,8
Grifols,7,3.2,3,114,10
"Groundwater & Environmental Services, Inc.",4,2.7,2,38,6
Group O,5,3.1,2,49,8
GroupBy Inc.,2,3.2,2,11,4
"GroupBy, Inc",2,3.2,2,11,4
Grubhub,5,3.8,3,19,7
GSK,7,3.9,3,193,12
"GStek, Inc.",3,3.2,2,31,4
GTN Technical Staffing,3,4,2,23,5
GTS Technology Solutions,2,3.7,2,39,7
Guarantee Electrical,4,4.3,2,78,7
Guaranteed Rate,6,3.7,2,23,8
Guaranteed Rate,6,3.8,2,23,8
Guardian Equipment Inc.,2,2.6,2,48,5
Guess?,7,3.3,3,42,10
Guild Mortgage,5,3.3,2,63,12
Gulf Interstate Engineering,3,3.7,2,60,7
Gulf States Toyota,5,4.3,2,54,7
Gurucul,2,3,2,13,4
Guy Carpenter,5,3.4,13,101,7
H E B,7,4.3,2,118,12
H&R Block,7,3.6,3,68,10
H.B. Fuller,5,3.4,3,136,10
H5,3,4,2,24,5
"Halcyon Solutions, Inc.",2,3.3,2,31,4
"Haley & Aldrich, Inc",4,3.8,2,66,7
Halfaker and Associates,3,4.1,2,17,4
Halliburton,7,3.5,3,104,12
Hampton University,5,2.5,1,155,7
Hanes Brands,7,3,3,18,11
Hanesbrands,7,3,3,18,11
Hanger,5,3.3,3,162,9
Hanwha Techwin America,6,3.1,2,71,12
Harbor Freight Tools,7,3.4,2,46,10
Harbor Freight Tools,7,3.5,2,46,10
"HarborOne Bancorp, Inc.",3,3.7,2,106,6
HarborOne Bank,3,3.7,2,106,6
Hardies Fruit & Vegetable Company,3,3.7,2,80,7
Harland Clarke,5,3.5,13,149,8
Harnham,2,4.1,2,17,5
Harris & Harris,4,2.9,2,55,6
Harris Computer,6,4.2,13,47,8
Harris Computer,6,4.3,13,47,8
Harris County,6,3.2,6,57,7
Harris County,6,3.4,6,57,7
Harris County Appraisal District,4,2.2,6,43,6
Harris Health System,6,3.2,6,57,7
Harris Health System,6,3.4,6,57,7
"Harry and David, LLC",4,3.4,3,89,7
Harvard Bioscience,3,3,3,122,7
Hawaiian Airlines,6,3.2,3,94,10
Hawker Pacific Aerospace,3,3.1,13,21,5
Hayward Industries,5,3.6,2,98,8
Hazelcast,2,4,2,11,4
HBO Max,5,3.6,13,51,11
HCL America Inc,7,3.5,3,32,11
HCL America Inc.,7,3.5,3,32,11
HCL Technologies,7,3.5,3,32,11
HCL Technologies Ltd.,7,3.5,3,32,11
HCSS,3,4.2,2,37,6
HD Supply,7,2.6,3,16,11
HD Supply,7,2.7,3,16,11
"HDR, Inc.",7,3.8,2,106,9
Headspring,2,4.4,2,22,4
Headstorm (Dallas/Addison),2,5,2,9,4
Health & Hospital Corporation,5,3.4,2,72,7
Health Alliance Plan of Michigan,5,2.8,2,50,9
Health Choice,4,2.1,2,33,5
Health Plan of San Joaquin,3,2.2,8,27,8
Health Services Advisory Group,3,2.7,2,44,6
Health Services Advisory Group,3,2.8,2,44,6
"Health Services Advisory Group, Inc.",3,2.8,2,44,6
HealthCare Support Staffing,2,3.5,2,21,6
"HealthEquity, Inc.",5,4,3,22,7
HealthHelp,3,2.5,13,24,6
Healthline Media,3,3.5,2,17,6
HealthStream,4,3,3,33,7
Heartland Alliance,5,3.1,8,135,4
Heartland Business Systems,4,3.5,2,29,7
Heartland Payment Systems,5,2.9,13,26,10
"Heartland Payment Systems, Inc.",5,2.9,13,26,10
Heidrick & Struggles,5,3.8,3,70,8
Hellas Construction,4,2.5,2,20,7
Hellmann Worldwide Logistics,4,2.8,2,35,7
"Hellmann Worldwide Logistics, Inc.",4,2.8,2,35,7
Hendrick Automotive Group,7,3.6,2,47,12
Hepco,3,4.2,2,50,4
Hexacorp,2,3.4,2,22,3
HexaCorp LLC,2,3.4,2,22,3
Hexagon PPM,5,3.6,3,31,8
Hexion,5,3.3,2,124,10
Hexion Inc.,5,3.3,2,124,10
HGS Digital,3,3.8,2,20,2
HIIG Service Company,3,2.5,2,16,8
Hikma Pharmaceuticals,6,3.3,3,45,10
Hikma Pharmaceuticals USA Inc.,6,3.3,3,45,10
Hilltop Holdings,5,2.9,3,25,9
"Hilltop Holdings, Inc.",5,2.9,3,25,9
HIMSS,3,2.9,8,62,6
Hinge Health,3,4.4,2,9,6
Hired By Matrix,3,4.4,2,37,4
HireNetworks,1,4.5,2,22,2
HireTalent,3,4.5,2,26,5
Hi-Tek Professionals,2,4.6,2,37,5
HMS Health Management Systems,5,3.8,3,49,8
HMS Holdings,5,3.8,3,49,8
HNI,6,3.4,3,79,10
HNTB,5,3.5,2,109,7
Ho Chunk,3,2.8,2,28,7
Hobsons,3,3.4,2,49,6
Hologic,6,3.7,3,38,10
Holonis,2,3.8,2,13,4
Home Depot,7,3.6,3,45,12
Home Depot,7,3.6,13,29,9
HomeBridge Financial Services,5,3.1,2,34,12
Honda,7,3.8,3,75,12
Honey,3,4.4,13,11,7
Honeywell,7,3.8,3,138,12
Honeywell,7,3.7,3,138,12
Horace Mann,5,3.4,3,78,9
Horizon Blue Cross Blue Shield of New Jersey,5,3.6,8,91,12
Horizon Corp,6,3.5,13,159,9
Horizontal,4,3.9,2,20,7
Horizontal Talent,4,3.9,2,20,7
Horn Solutions Inc.,1,4.2,2,15,6
Hornblower Cruises and Events,5,3.3,2,43,8
Horne LLP,4,3.1,2,61,6
Hospice of the Valley (AZ),5,3.9,3,46,7
Houlihan Lokey,5,4.1,3,51,8
Houston Baptist University,3,3.1,1,63,6
HOUSTON COMMUNITY COLLEGE SYSTEM,5,3.7,1,52,6
Houston-Galveston Area Council,2,2.5,6,57,7
Howell Instruments,2,3.7,2,72,4
HP Hood,5,3.3,2,177,9
HSBC,7,3.7,3,158,12
Hub Group,5,2.8,3,52,10
HUB International,7,3.5,2,25,9
Hubbell,7,3,3,135,10
Hulu,5,3.8,2,16,9
Human Solutions Inc,5,4.4,2,26,6
Humana,7,3.6,3,62,12
HumCap Inc.,1,4.6,2,22,2
"HumCap, Inc.",1,4.6,2,22,2
Hungryroot,1,5,2,8,5
Huntington Bancshares Inc,7,3.5,3,157,12
Huntington Ingalls Industries,7,3.7,3,12,11
Huntington National Bank,7,3.5,3,157,12
Hurley Palmer Flatt,3,4.2,2,55,5
Huron Consulting Group,5,3.8,3,21,8
Hussmann,6,3.8,2,117,9
Huxley,3,3.3,2,28,5
HYDE ENGINEERING + CONSULTING,3,3.4,2,30,5
Hydromax USA,3,2.8,2,20,5
Hylant,4,3.7,2,88,7
Hy-Vee,7,3.5,2,93,11
Ian Martin Group,3,4.2,2,66,7
IAT Insurance Group,4,4.6,2,32,9
IBC Bank,5,2.6,3,57,8
IBERDROLA,7,3.9,3,183,12
IBG LLC,3,4.3,2,33,7
IBM,7,3.9,3,112,12
IBM Corporation,7,3.7,3,112,12
IBTCI,2,2.9,2,36,2
ICF,6,3.5,3,24,9
ICI Services,3,2.9,2,24,6
ICON,7,3.3,3,33,8
Icon Consultants,5,3.8,2,25,7
Icon Media Direct,2,3.7,2,23,3
"Icon Media Direct, Inc.",2,3.7,2,23,3
ICONMA,5,3.6,2,23,7
"Iconma, L.L.C.",5,3.6,2,23,7
"ICONMA, LLC",5,3.6,2,23,7
ICW Group,4,3.3,2,51,8
ICW Group,4,3.2,2,51,8
IDC Tech,5,3.8,2,20,7
IDC Technologies,5,3.8,2,20,7
IDEA Public Schools,5,3.3,11,23,7
IDEA Public Schools,5,3.2,11,23,7
Ideal Source,1,5,2,18,1
Idealab,4,4,2,17,7
"IDR, Inc.",3,4.2,2,25,5
IEEE,5,3.2,8,60,7
IFG Project Resourcing,4,2.6,13,17,6
Ignite Fueling Innovation,2,3.8,2,22,4
IGNW,3,4.9,2,8,5
iHeartMedia,7,3.2,3,51,11
iHeartRadio,7,3.2,3,51,11
IHS Markit,7,3.5,3,7,10
IHS Markit,7,3.6,3,7,10
"IIT, Inc",3,4.6,2,28,5
iland Internet Solutions Corporation,2,3.7,2,28,5
Illumina,6,3.9,3,25,10
Imagine One,3,4.5,2,25,5
Imagine Software,2,3.9,2,30,4
Imaginuity,2,3.3,2,26,7
iManage,4,4.1,2,8,7
Imetris Corporation,1,4.2,2,23,1
"Impaq International, Llc",3,3.4,2,22,6
Imperva,5,3.4,2,21,7
INC Research,7,3.2,3,6,9
Incedo Inc,5,3.4,2,11,7
InComm,5,3.1,2,31,8
InComm,5,3,2,31,8
InCyte,4,3.3,3,32,7
Indeed,7,3.7,2,19,10
Independent Health Association,4,3.6,8,43,9
Indotronix International Corporation,4,3.9,2,37,6
"INDUS Technology, Inc.",3,2.9,2,19,5
Infinite Computing Systems,3,3.4,2,26,4
Infinite Resource Solutions,2,4.4,2,10,4
Infinity Consulting Solutions,4,3.4,2,22,7
Infoblox Inc.,5,4.3,2,24,7
"InfoMart, Inc.",2,2.8,2,34,4
Infomatics Corp,2,4.1,2,18,4
"Infomerica, Inc",4,4,2,25,7
InfoPeople,1,4.1,2,25,4
Informa,7,3.2,3,25,10
Informa Intelligence,5,3.8,3,25,9
Information Management Group,2,3.2,2,36,3
"Information Management Group, Inc.",2,3.2,2,36,3
Information Technology Partners,2,2.8,2,32,4
InfoSmart Technologies Inc,2,4.5,2,25,3
Infosys,7,3.1,3,42,12
Infosys Limited,7,3.1,3,42,12
Infotree Service Inc,2,3.7,2,19,2
InfoVision,5,4.4,2,28,7
"InfoVision, Inc.",5,4.4,2,28,7
Infowave Systems Inc,2,4.3,2,25,3
InGenesis,2,2.7,2,24,4
ingenium.agency,1,5,2,7,2
Ingredion,7,3.5,3,117,11
Inland Empire Health Plan,5,3.3,3,27,9
Inland Real Estate Group,5,2.6,2,56,7
InnovAccer,4,3.8,2,9,5
InnovaSystems International,3,3.8,2,26,5
"Innovative Development, LLC",2,3.8,2,31,4
InRhythm,2,4,2,21,5
Inseego,4,3.8,3,27,7
Inserso,3,3.7,2,29,4
"Insight Enterprises, Inc.",6,4,3,35,11
Insight Global,5,3.8,2,22,9
Insperity,5,4.2,3,37,10
Inspira Health Network,6,3.3,7,124,7
Institute of International Education,4,2.5,8,104,8
Insurance,7,3.5,2,120,11
Intecon,2,3.3,2,24,4
Integral Ad Science,4,3.5,2,14,7
Integrate,3,4.4,2,13,5
Integrated Resources,3,3.1,2,27,5
"Integrated Resources, Inc",3,3.1,2,27,5
IntegriChain,3,3.2,2,18,4
Integris Health,6,2.6,8,40,1
Integro,1,3,2,28,3
Intel,7,4,3,55,12
Intel Corp.,7,4,3,55,12
Intel Corporation,7,4,3,55,12
Intelizign,3,3.8,2,17,7
"IntellecTechs, Inc.",3,3.3,2,15,3
IntelliDyne,3,3.9,2,24,5
Intelligence Communications and Engineering,2,4.7,2,16,5
Intelligent Staffing,1,4.8,2,6,2
Intellisoft Technologies,2,3.7,2,26,4
Intelliswift Software Inc,3,3,2,25,6
Intellisys Technology,1,3.8,2,25,2
Intellitro,2,3.9,2,9,2
Intelliware Systems,3,4.4,2,18,5
IntePros,3,4.2,2,26,6
IntePros Consulting,3,4.2,2,26,6
Interactive Business Systems,4,3.7,2,42,6
Intercontinental Exchange,5,2.8,3,23,11
Intercontinental Exchange,5,3,3,23,11
"Intercontinental Exchange, Inc.",5,2.8,3,23,11
InterLinc Mortgage Services,3,2.7,2,19,5
Internap Network Services,4,3.1,3,27,7
International Bancshares Corp,5,2.6,3,57,8
International Flavors and Fragrances,7,3.6,3,134,11
International SOS,7,3.6,2,38,9
International Trucks,5,2.9,13,36,7
Internet Brands,5,3.5,2,25,9
Internet Brands,5,3.4,2,25,9
"Internet Brands, Inc.",5,3.4,2,25,9
"Internet Brands, Inc.",5,3.5,2,25,9
Interos,2,3.8,2,18,3
Interstate Battery System of America Inc,5,3.3,2,73,7
Interstates,5,4.3,2,70,3
Intervarsity,5,4,8,82,6
InterVarsity Christian Fellowship,5,4,8,82,6
Intetics,3,4,2,28,4
INTL FCStone,5,3.8,3,36,12
IntraEdge,4,3.8,2,21,6
IntraHealth International,4,3.5,8,44,6
INTRALOT INC,6,2.9,2,31,6
Intuit,6,4.4,3,40,10
Intuitive Surgical,6,4.5,3,28,10
Invenergy,4,3.8,2,22,6
InvenTech Info,3,4.8,2,13,2
Invesco,6,3.6,3,88,10
Investors Bank,5,3.2,3,97,8
"Invictus International Consulting, LLC",3,4.8,2,9,5
Invitae,5,4.3,3,13,7
INVIVOSCRIBE INC,2,3.2,2,28,4
"Invivoscribe, Inc.",2,3.2,2,28,4
Invoice Cloud,2,4.3,2,14,5
iPipeline,4,4.7,3,28,7
IPRO,3,3,8,39,6
IPS Corporation,3,2.9,2,39,7
Ipsos,7,3.2,3,48,9
IQuasar,1,4,2,19,2
IQVIA,7,3.6,3,6,10
iRobot,5,3.5,3,33,9
Iron Mountain Inc,7,3.1,3,72,10
Iron Systems,3,3.9,2,36,5
"Iron Systems, Inc",3,3.9,2,36,5
Irvine Technology Corporation,3,4,2,23,5
ISHPI Information Technologies,3,3.5,2,17,6
Islamic Relief USA,2,3.7,8,30,7
iSpace Inc.,2,3.7,2,23,3
"iSpace, Inc",2,3.7,2,23,3
"iSpace, Inc.",2,3.7,2,23,3
IT America Inc,3,4.2,2,19,5
IT Resonance Inc,2,4.3,2,19,3
ITC Defense,1,4.7,2,11,3
iTech Solutions,2,3.8,2,28,4
"iTech Solutions, Inc",2,3.8,2,28,4
Itility,2,3.3,2,15,2
"Itron, Inc.",6,3.2,3,46,10
"iVenture Solutions, Inc.",2,4.2,2,23,4
J&J Family of Companies,7,4,3,136,12
J.P. Morgan,7,3.9,3,224,12
Jabil Circuit,7,3.7,3,57,12
Jack Henry,6,3.6,3,47,9
Jack Henry & Associates,6,3.6,3,47,9
Jack In The Box,7,3.1,3,72,9
Jack In The Box,7,3,3,72,9
Jacobs,7,3.6,3,76,12
"Jacobs Engineering Group, Inc.",7,3.6,3,76,12
Jade Global,4,4.2,2,20,5
Jane Pauley Community Health Center,3,2.9,8,14,4
"Janus International Group, LLC",4,2.7,2,22,7
JASStek Inc.,1,4,2,19,2
Jazz Pharma,5,3.6,3,20,9
JC Penney,7,3.2,3,121,12
JCPenney,7,3.2,3,121,12
JCS Solutions LLC,2,3.8,4,9,3
JDX Consulting,4,3,2,11,5
JEA,5,3.3,6,55,10
Jefferies,5,3.6,3,61,10
Jefferies Financial Group Inc.,5,3.6,3,61,10
Jellyfish,5,3.8,2,18,6
JENSEN HUGHES,5,3.2,2,43,7
"Jersey Staffing Solutions, LLC",1,4.7,2,13,2
Jinko Solar US,6,2.9,3,17,8
Jinko Solar US,6,2.7,3,17,8
JM Eagle,5,2.5,2,40,9
JMA Solutions,2,3.9,2,18,5
JMAC Lending,2,4,2,25,4
Job Juncture,5,4.7,2,31,1
Jobot,2,4.9,2,5,5
Jobot,2,5,2,5,5
Joerns Healthcare,5,2.3,2,134,7
"John Wiley & Sons, Inc.",6,3.3,3,216,9
Johns Hopkins University,7,4.1,1,147,10
Johnson & Johnson,7,4,3,136,12
Johnson Controls,7,3.4,3,138,12
Johnsonville Sausage,5,4.4,2,78,9
Jornaya,2,3.6,2,12,4
"JP Systems, Inc.",1,5,2,40,4
JPMorgan Chase,7,3.9,3,224,12
JPMorgan Chase & Co.,7,3.9,3,224,12
"JPMorgan Chase Bank, N.A.",7,3.9,3,224,12
JPS Health Network,6,4,8,146,7
Juniper Networks,6,3.8,3,27,10
Just Energy,5,3.3,3,26,10
JVM Lending,1,4.9,2,17,3
"K2 Group, Inc.",1,5,2,19,2
Kairos Technologies,2,4,2,20,3
Kaiser Permanente,7,4,8,78,12
"Kalkomey Enterprises, LLC",2,4.4,2,25,4
Kalven Technologies,1,3,2,23,3
Kareo Inc,4,3.6,2,19,6
KARNA,1,2.8,2,15,3
Kastle Systems,4,3.2,2,51,7
Katalyst Technologies Inc.,4,2.8,2,12,6
Kaztronix,3,3.8,2,21,5
KBR,7,3.7,3,122,11
Keane,7,3,13,30,9
Keenan & Associates,4,3.9,2,51,4
Kelly,6,3.4,3,77,11
Kelly Mitchell Group,5,3.6,2,25,6
Kelsey Seybold Clinic,5,3.6,10,74,7
Kelsey-Seybold,5,3.6,10,74,7
Kelsey-Seybold Medical Group,5,3.6,10,74,7
Kemper,6,3.1,3,33,10
Kemper,6,3.2,3,33,10
Kendra Scott,5,4,2,21,7
Kent School District,5,3.1,11,80,7
KeyBank,7,3.3,3,174,11
KeyBank National Association,7,3.4,3,174,11
Keyrus Group,5,3.9,3,27,7
Keywords Studios,6,3.1,3,25,6
Kforce,7,4.1,3,57,9
KGS,2,4.7,2,13,4
KGS Technology Group Inc,2,3.7,2,15,2
"Khoros, LLC",4,3.5,2,15,7
KidKraft,3,2.9,2,55,7
Kiewit Corporation,7,3.6,2,139,12
Kimley-Horn,5,3.9,2,56,8
Kin + Carta,5,4.1,3,22,7
Kinder Morgan,7,3.4,3,26,12
Kineticom,3,4.1,2,23,5
KinetixHR,2,3.5,2,33,4
Kingman Regional Medical Center,5,3.1,7,43,7
King's Hawaiian,5,3.8,2,73,7
KIPP SoCal Public Schools,5,3.2,8,20,6
KIPP Texas Public Schools,5,3.4,11,29,7
Kirkland & Ellis,5,3.9,2,114,10
Kiss Products,4,2.5,2,34,7
Kite Pharma,5,3.4,3,15,4
Kite Pharma,5,3.5,3,15,4
Klanik Consulting,3,4.3,10,12,4
Klein Tools,5,4,2,166,7
Knight & Swift Logistics,6,3.3,3,33,9
Knight Transportation,6,3.3,3,33,9
Knowesis Inc.,2,4.4,2,16,5
Knowledge Services,2,3.5,2,29,7
Knowledgent,1,3.2,2,14,6
Known,3,3,2,19,7
Koam Engineering Systems,3,3.4,2,29,4
Koam Engineering Systems,3,3.6,2,29,4
Koch Industries,7,3.6,2,83,12
Kohl's,7,3.5,3,61,12
Konica Minolta Business Solutions,6,3.1,13,64,12
Konica Minolta Business Solutions,6,3.2,13,64,12
KORE1 Technologies,2,4.9,2,18,4
Korn/Ferry International,6,2.9,3,54,9
KPI Partners,3,3.6,2,17,5
KPISOFT,2,3.1,2,18,3
KPMG,7,3.9,13,36,10
Kraft Heinz Company,7,3,3,8,12
"Kranze Technology Solutions, Inc",2,5,2,15,4
KRG Technologies,4,4.4,2,20,6
Kronos Incorporated,6,4.2,2,46,9
Kubota Tractor,5,3.6,13,52,10
Kubota Tractor Corporation,5,3.6,13,52,10
Kudelski,5,3.5,3,72,8
Kuehne + Nagel,7,3.5,2,133,12
Kyriba Corp.,4,4,2,23,7
L Brands,7,3.8,3,60,12
L3Harris,7,3.4,3,4,12
La Jolla Institute for Allergy and Immunology,3,4.2,8,35,6
Lab Consulting Partnership,2,3.8,2,30,6
Lab126,5,3.4,13,19,6
LabCorp,7,3.1,3,28,11
Laboratory Corporation of America,7,3,3,28,11
LACERA,3,3.5,6,85,10
Lakeside Bank,2,4,2,30,6
Lam Research,7,3.8,3,43,11
LanceSoft Inc,5,3.8,2,23,7
Landmark Bank,3,3.7,3,22,5
Landmark Services Cooperative,3,4.6,9,90,7
LaneStaffing Inc.,1,3.4,2,16,2
Langan Engineering and Environmental Services,5,4,2,53,7
LANI,1,4.2,2,31,2
LANXESS Global,7,3.6,3,19,11
Lark Health,2,3.9,2,12,5
LaSalle Investment,4,3.9,2,43,4
Lat36,2,3.8,2,23,5
Latham & Watkins,5,3.9,2,51,10
Lattice Semiconductor,4,3.9,3,40,7
LaunchTWS,4,4.5,2,12,6
Laurel Springs School,5,2.2,11,32,5
Lawrence Livermore National Lab,5,4.7,6,71,9
La-Z-Boy Incorporated,6,3.6,3,96,9
LCRA,5,2.9,6,89,9
LeadMD,2,3.8,2,14,4
LeanData,2,4,2,11,4
LEARN Charter School,3,4.1,11,22,5
Leidos,7,3.5,3,54,12
Leidos Holdings Inc.,7,3.5,3,54,12
Lemonade,3,4.8,2,8,6
LendingTree,5,3.7,3,27,8
"LendingTree, LLC.",5,3.7,3,27,8
Lennox International,6,3.3,3,128,10
Lenora systems,3,4.5,2,11,2
Leonie Industries,2,3.4,2,17,3
Levelwing Media LLC,1,3.1,2,21,5
"Levi, Ray & Shoup, Inc.",4,3.9,2,44,7
LexisNexis Risk Solutions,5,3.7,3,23,10
Liberty Mutual Insurance,7,3.4,2,111,12
Liberty Source,2,3.5,2,9,3
Lidl,7,3.3,2,29,12
Lidl,7,3.4,2,29,12
LiftOne,5,3.9,2,97,7
Lightbend,2,4.8,2,12,4
Lightspeed Systems,2,4.3,2,24,5
Lilly,7,3.7,3,147,12
Limelight Networks,4,3.2,3,22,7
Lincoln,6,4,2,58,7
Lincoln Financial,7,3.5,3,118,12
Lincoln Property Company,6,4,2,58,7
LinQuest,4,4,2,19,6
Linquest Corporation,4,4,2,19,6
Lionbridge,6,3.3,2,27,8
Lionsgate,5,3.2,3,26,10
Liquid Web,4,3.1,2,26,6
Listrak,3,3.4,2,24,6
Litify,1,4.1,2,7,2
Littelfuse,7,3.7,3,96,9
LivaNova,5,3.1,3,8,9
Live Nation Entertainment,7,4,3,18,11
"LivePerson, Inc.",5,3.3,3,28,7
LiveRamp,5,4.6,3,18,7
Livingston International,5,4.1,2,78,8
"LJA Engineering, Inc.",5,4.1,2,26,7
Lloyd Group,2,4.3,2,28,4
LMI,5,4,8,62,7
loanDepot,6,3.4,2,13,9
loanDepot,6,3.3,2,13,9
Lob,1,4.3,2,10,4
Local Initiatives Support Corporation,3,4,8,44,7
Lockheed Martin,7,3.8,3,28,12
Lockton,6,3.8,2,57,9
Logic20/20,3,3.5,2,18,5
Logicalis,5,3.5,2,35,9
Logisticare,5,2.6,3,29,9
"LogistiCare, Inc.",5,2.6,3,29,9
Loma Linda University Medical Center,7,3.5,8,56,9
Loma Linda University Medical Center,7,3.4,8,56,9
London Stock Exchange Group,5,3.1,3,325,6
London Stock Exchange Group,5,3.2,3,325,6
Long Term Care Group,5,2.8,2,27,9
Long's Drugs,7,3.8,3,85,9
Lonza,7,3.2,3,126,11
Lonza,7,3.3,3,126,11
"Lonza, Inc.",7,3.3,3,126,11
Los Angeles County,7,4.1,6,173,12
Los Angeles Homeless Services Authority,2,2,6,30,6
Los Angeles Universal Preschool,2,3,8,19,6
Loves Travel Stops & Country Store,7,3.4,2,59,12
Lowell General Hospital,5,3.5,7,132,7
Lower Colorado River Authority,5,2.9,6,89,9
